web_scraper_order,web_scraper_start_url,categories,categories_href,category_name,category_description,category_emoji_list,category_emoji_list_href,emoji,emoji_name,emoji_description
"1573458221-9865","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","💡
Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","🎚 Level Slider","https://emojipedia.org/level-slider/","🎚️","️ Level Slider","A level slider, as adjusts volume on a mixing console. Most platforms depict a silver and black channel fader with scale markings, set to various levels.
Commonly used for various content concerning audio recording and production as well as music more generally. May also be used for figurative senses of level, e.g., next level.
Thanks to its appearance, some may use the emoji to represent a Christian cross.

Level Slider was approved as part of Unicode 7.0 in 2014
and added to Emoji 1.0 in 2015."
"1573459205-10339","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","🐻
Animals & Nature","Emojis for animals, nature, and weather.","🐸 Frog","https://emojipedia.org/frog-face/","🐸","Frog","The face of a frog, the hopping amphibian. Generally depicted as a friendly, cartoon-styled, light-green frog looking straight ahead, with large eyes, slightly open mouth, and nostrils.
Popularly paired with ☕️ Hot Beverage to represent the But That’s None of My Business meme (used for gossip or sarcasm) or Pepe the Frog (associated with trolling and the alt-right).
Facebook’s design previously resembled Kermit the Frog.

Frog was approved as part of Unicode 6.0 in 2010
under the name “Frog Face”
and added to Emoji 1.0 in 2015."
"1573457043-9431","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌
Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇧🇫 Flag: Burkina Faso","https://emojipedia.org/flag-for-burkina-faso/","🇧🇫","🇫 Flag: Burkina Faso","The flag for Burkina Faso, which may show as the letters BF on some platforms.
The Flag: Burkina Faso emoji is a sequence of the 🇧 Regional Indicator Symbol Letter B and 🇫 Regional Indicator Symbol Letter F emojis.
These display as a single emoji on supported platforms.

Flag: Burkina Faso was added to Emoji 1.0 in 2015."
"1573458709-10100","https://emojipedia.org/","⚽ Activity","https://emojipedia.org/activity/","⚽
Activity","Emojis for sports, music, the arts, hobbies and other activities.","🤸‍♂️ Man Cartwheeling","https://emojipedia.org/man-doing-cartwheel/","🤸‍♂️","‍♂️ Man Cartwheeling","The Man Cartwheeling emoji is a sequence of the 🤸 Person Doing Cartwheel and ♂ Male Sign emojis.
These are combined using a zero width joiner between each character and display as a single emoji on supported platforms.

Man Cartwheeling was added to Emoji 4.0 in 2016."
"1573456612-9248","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌
Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇸🇮 Flag: Slovenia","https://emojipedia.org/flag-for-slovenia/","🇸🇮","🇮 Flag: Slovenia","The flag for Slovenia, which may show as the letters SI on some platforms.
The Flag: Slovenia emoji is a sequence of the 🇸 Regional Indicator Symbol Letter S and 🇮 Regional Indicator Symbol Letter I emojis.
These display as a single emoji on supported platforms.

Flag: Slovenia was added to Emoji 1.0 in 2015."
"1573458081-9797","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","💡
Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","📪 Closed Mailbox With Lowered Flag","https://emojipedia.org/closed-mailbox-with-lowered-flag/","📪","Closed Mailbox With Lowered Flag","A curbside mailbox (letterbox, postbox) with its door latched shut and signal flag lowered. Generally depicted in blue or gray with a red flag. Used for various content concerning postal deliveries and email.
Indicates in the United States that no incoming mail (post) has been delivered. May also indicate that outgoing mail has been picked up.
Compare 📫 Closed Mailbox With Raised Flag, 📭 Open Mailbox With Lowered Flag, and 📬 Open Mailbox With Raised Flag.


Closed Mailbox With Lowered Flag was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573459129-10302","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","🐻
Animals & Nature","Emojis for animals, nature, and weather.","🌼 Blossom","https://emojipedia.org/blossom/","🌼","Blossom","A flower that has blossomed. Depicted as a flower with white or yellow petals, as a daisy, with a golden center.
Commonly used for Valentine’s Day, Mother’s Day, and other special occasions. May be more generally used to convey such ideas as love, appreciation, and happiness. Also used as a yellow or white accent color.
Not to be confused with 🌻 Sunflower or 🌸 Cherry Blossom, though their applications may overlap.
Google's flower was once pink. Microsoft's was previously yellow, Samsung's white.

Blossom was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573459629-10544","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","😃
Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🧕 Woman With Headscarf","https://emojipedia.org/person-with-headscarf/","🧕","Woman With Headscarf","A person (generally depicted as a woman) wearing a headscarf. While the type of  headscarf is not specified, this is most commonly displayed as a woman wearing a hijab.

Woman With Headscarf was approved as part of Unicode 10.0 in 2017
under the name “Person With Headscarf”
and added to Emoji 5.0 in 2017."
"1573458643-10068","https://emojipedia.org/","⚽ Activity","https://emojipedia.org/activity/","⚽
Activity","Emojis for sports, music, the arts, hobbies and other activities.","🏐 Volleyball","https://emojipedia.org/volleyball/","🏐","Volleyball","A volleyball emoji, showing the round ball used in the sport. Played as part of the Summer Olympic Games.

Volleyball was approved as part of Unicode 8.0 in 2015
and added to Emoji 1.0 in 2015."
"1573456760-9317","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌
Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇱🇷 Flag: Liberia","https://emojipedia.org/flag-for-liberia/","🇱🇷","🇷 Flag: Liberia","The flag for Liberia, which may show as the letters LR on some platforms.
The Flag: Liberia emoji is a sequence of the 🇱 Regional Indicator Symbol Letter L and 🇷 Regional Indicator Symbol Letter R emojis.
These display as a single emoji on supported platforms.

Flag: Liberia was added to Emoji 1.0 in 2015."
"1573458330-9917","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","🌇
Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","🌠 Shooting Star","https://emojipedia.org/shooting-star/","🌠","Shooting Star","A stylized representation of a shooting star, a small, fast meteor that burns up in the atmosphere. Generally depicted as a gold, five-point star trailing yellow motion lines against a night sky, as if moving down to the left.
May be used for astronomical stars and other content concerning space. Also may be used for flair or flourish. Sometimes used as a visual reference to NBC’s More You Know public service announcement, popular in the 1990s and featuring a shooting star logo.
Not to be confused with 💫 Dizzy, ⭐ Star, 🌟 Glowing Star, or ✨ Sparkles, though their applications may overlap.
Google’s star is trailed, without backdrop, by yellow lines, though they were previously blue. Microsoft’s star is trailed, without backdrop, by blue lines, though they were previously yellow.

Shooting Star was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573458947-10215","https://emojipedia.org/","🍔 Food & Drink","https://emojipedia.org/food-drink/","🍔
Food & Drink","Emojis for fruit, vegetables, meals, beverages and utensils.","🌽 Ear of Corn","https://emojipedia.org/ear-of-maize/","🌽","Ear of Corn","An ear of corn, or maize, partially husked to show its buttery-yellow kernels.

Ear of Corn was approved as part of Unicode 6.0 in 2010
under the name “Ear of Maize”
and added to Emoji 1.0 in 2015."
"1573456522-9208","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","🎌
Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇻🇪 Flag: Venezuela","https://emojipedia.org/flag-for-venezuela/","🇻🇪","🇪 Flag: Venezuela","The flag for Venezuela, which may show as the letters VE on some platforms.
The Flag: Venezuela emoji is a sequence of the 🇻 Regional Indicator Symbol Letter V and 🇪 Regional Indicator Symbol Letter E emojis.
These display as a single emoji on supported platforms.

Flag: Venezuela was added to Emoji 1.0 in 2015."
"1573458421-9961","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","🌇
Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","🚎 Trolleybus","https://emojipedia.org/trolleybus/","🚎","Trolleybus","A type of bus that uses overhead electrical wires for power. Appears similar to a cross between a bus and a tram car.

Trolleybus was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573458456-9978","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","🌇
Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","🎠 Carousel Horse","https://emojipedia.org/carousel-horse/","🎠","Carousel Horse","A wooden painted horse, found on the carousel at a carnival. Faces to the left-of screen.
A previous version of Windows displayed the carousel horse facing right, which was changed to face left on Windows 10 for cross-platform consistency.

Carousel Horse was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015.


 
Copy and paste this emoji:

Copy"
"1573458345-9924","https://emojipedia.org/","🌇 Travel & Places","https://emojipedia.org/travel-places/","🌇
Travel & Places","Emojis for varied scenes, locations, buildings and modes of transport.","🚁 Helicopter","https://emojipedia.org/helicopter/","🚁","Helicopter","A helicopter, which can hover in the air. Often seen in emergency circumstances such as transporting patients to a hospital, or for police or fire-fighting activity.

Helicopter was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573459125-10300","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","🐻
Animals & Nature","Emojis for animals, nature, and weather.","🌱 Seedling","https://emojipedia.org/seedling/","🌱","Seedling","A seedling, or a young plant, as a newly sprouted tree. Depicted as a tiny, light-green plant with a short stem and two leaves. Often shown freshly sprung from a small mound of brown earth.
May be used for various content concerning plant life. May also be used as a symbol of spring or representation of various types of new growth.
Not to be confused with 🌿 Herb, though their applications may overlap.
Facebook’s seedling previously had three leaves.

Seedling was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
